,Industry Name,Latitude,Longitude,Category,District Name,Sector Name,Activity Name,Pollution Index Category,Total Workers
21158,m s Dhanalaxmi rice mill,17.2539883,81.849586,Micro,East Godavari,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,1
21159,palagani Ajay flour grinding mill,16.5370601,80.8048826,Micro,Krishna,Food and Agro Products,Rice Ravva and Wheat Ravva,White,1
21160,SREE LAKSHMI NARASIMHA PINDI MILLU,14.3200595,80.0302629,Micro,S.P.S.R. Nellore,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,1
21161,sri vasavi steam and flour mill,17.7597518,82.9943361,Small,Visakhapatnam,Food and Agro Products,Rice Ravva and Wheat Ravva,White,6
21162,KALANGI MADHUSUDHAN RAO PINDI MILLU,14.3180602,80.0596042,Micro,S.P.S.R. Nellore,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,1
21163,RAMU RICE MILL,17.7300238,82.986275,Micro,Visakhapatnam,Food and Agro Products,Rice Ravva and Wheat Ravva,White,1
21164,Ms SREE MAHALAKSHMI AGRO PRODUCTS,16.8178336,81.9805825,Small,East Godavari,Food and Agro Products,Rice Ravva and Wheat Ravva,Red,15
21165,K Venkata Swamy,16.7013265,81.8948569,Micro,East Godavari,Food and Agro Products,Rice Ravva and Wheat Ravva,White,1
21166,Veera Balaji Rice Mill,17.1054845,82.2391451,Micro,East Godavari,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,5
21167,Sri venkata padmaja flour mill,16.909541,82.0294931,Micro,East Godavari,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,2
21168,PONNURU KASIVISWANATHAM FLOOR MILL,16.2411657,80.6414694,Micro,Guntur,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,2
21169,jajula veera venkata rao,17.2322577,81.8560731,Micro,East Godavari,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,1
21170,Jwalamuki flour mill,14.2681516,80.0681249,Micro,S.P.S.R. Nellore,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,1
21171,Kantheti Venkata Kanaka Lakshmi,16.3618439,80.8510435,Micro,Krishna,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,1
21172,SRI MAHALAKSHMI FLOUR AND OIL MILL,16.5793571,82.0762916,Micro,East Godavari,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,2
21173,kasturibai floor mill,16.8836,80.0941723,Micro,Krishna,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,1
21174,Sri Anjaneya Foods,18.3186426,83.5643422,Micro,Vizianagaram,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,3
21175,Venkatasubba Reddy Flour Mill,14.3075649,80.0920777,Micro,S.P.S.R. Nellore,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,2
21176,Sri Venkatalakshmi flour mill,16.8460688,81.9819458,Micro,East Godavari,Food and Agro Products,Rice Ravva and Wheat Ravva,White,1
21177,GAYATRI FLOUR MILL,16.9661169,81.8017061,Micro,East Godavari,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,3
21178,baikala polamma pindi mill,18.8487137,84.526526,Micro,Srikakulam,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,1
21179,Sri venkateswara rice mill,17.0354178,81.4945997,Micro,West Godavari,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,2
21180,Sri Lakshmi floor mills,16.3558677,80.8776486,Micro,Krishna,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,4
21181,LANKA APPARAO FLOUR MILL,17.0115952,81.7759666,Micro,East Godavari,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,4
21182,H and H pindi millu,14.2913982,80.0920777,Micro,S.P.S.R. Nellore,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,1
21183,Jyothi Flour Mill,14.3371842,80.1260158,Micro,S.P.S.R. Nellore,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,1
21184,sri sanjeeva sai flour mill,17.7388931,83.2608036,Small,Visakhapatnam,Food and Agro Products,Rice Ravva and Wheat Ravva,White,12
21185,SRIRAMANJANEYARICE flur mill,16.4890581,81.0267219,Micro,Krishna,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,1
21186,Sri Lakshmi venkateshwara modern rice mill,15.7708769,77.4700179,Micro,Kurnool,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,11
21187,LAKSHMI GANAPATHI OIL AND FLOOR MILL,16.862755,81.9888365,,East Godavari,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,1
21188,Sri venkateswara rice mill,16.733092,81.9655844,Micro,East Godavari,Food and Agro Products,Rice Ravva and Wheat Ravva,White,2
21189,Sree Venkateswara Floor Mill,14.2293839,80.0519206,Micro,S.P.S.R. Nellore,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,1
21190,SREE LATHA PINDI MILLU,14.2368511,80.0501742,Micro,S.P.S.R. Nellore,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,1
21191,AMRUTH INDUSTRIES,16.8546078,82.0519249,Small,East Godavari,Food and Agro Products,Rice Ravva and Wheat Ravva,Orange,6
21192,SRI SAI MANIKANTA TRADERS,16.8004224,82.0835239,Small,East Godavari,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,1
21193,gousia flour mill,14.5732257,79.4040952,Micro,S.P.S.R. Nellore,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,1
21194,manikanta pindi millu,14.2310916,80.0498249,Micro,S.P.S.R. Nellore,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,2
21195,KHAJA NAYAB RASOL FLOUR MILL,14.587206,79.7488614,Micro,S.P.S.R. Nellore,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,1
21196,Amogh Agro Foods Pvt Ltd,17.8814316,83.3735376,Small,Visakhapatnam,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,8
21197,SRI SAI RAM RICE MILL,15.020473,78.1779465,Micro,Kurnool,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,4
21198,RAFHI MODERN RICE MILL,15.399761,77.8765656,Small,Kurnool,Food and Agro Products,Rice Ravva and Wheat Ravva,Orange,1
21199,venkateswara kirana and flour sho,17.0504389,81.7199061,Micro,West Godavari,Food and Agro Products,Rice Ravva and Wheat Ravva,Orange,1
21200,Godavari Roller Flour Mills pvt ltd,16.9559686,81.7993765,Small,East Godavari,Food and Agro Products,Rice Ravva and Wheat Ravva,Green,18
21201,prabhat coffee mill,16.710415,81.1081156,Micro,West Godavari,Food and Agro Products,MANUFACTURING OF INSTANT COFFEE,White,1
21202,ANKIT POLYSACK INDIA PVT LTD formerly Sajjala Woven Sacks Pvt Ltd,15.1609873,77.3950622,Micro,Anantapur,Food and Agro Products,MANUFACTURING OF INSTANT COFFEE,Green,5
21203,Ganesh Tea company,16.3960616,80.1480718,Micro,Guntur,Food and Agro Products,MANUFACTURING OF INSTANT COFFEE,White,1
21204,balaji coffee works,14.0831555,77.5948578,Micro,Anantapur,Food and Agro Products,MANUFACTURING OF INSTANT COFFEE,Green,1
21205,JAYACHANDRA COFFEE WORKS,14.909543,78.0093488,Micro,Anantapur,Food and Agro Products,MANUFACTURING OF INSTANT COFFEE,White,1
21206,Fresh and Honest Cafe Ltd,13.5586386,80.0158849,Large,Chittoor,Food and Agro Products,MANUFACTURING OF INSTANT COFFEE,Orange,31
21207,sri sai satya agencies,15.8205158,80.3501724,Micro,Prakasam,Food and Agro Products,MANUFACTURING OF INSTANT COFFEE,White,1
21208,ganesh coffee industries,16.179601,81.1312009,Micro,Krishna,Food and Agro Products,MANUFACTURING OF INSTANT COFFEE,White,1
21209,New Durga Coffee Works,14.6774774,77.6043379,Micro,Anantapur,Food and Agro Products,MANUFACTURING OF INSTANT COFFEE,Green,1
21210,Vinayaka coffee works,13.6362567,78.6304408,Micro,Chittoor,Food and Agro Products,MANUFACTURING OF INSTANT COFFEE,White,3
21211,Edupuganti organic foods,16.9185529,81.7067234,Micro,West Godavari,Food and Agro Products,MANUFACTURING OF JAGGERY,Green,2
21212,SRI VENKATESWARA RAO PRAKRUTI VYAVASAYAM,17.325503,82.5769049,Micro,Visakhapatnam,Food and Agro Products,MANUFACTURING OF JAGGERY,Green,1
21213,SRI RAM JAGGERY INDUSTRY,16.914713,81.7022759,Micro,West Godavari,Food and Agro Products,MANUFACTURING OF JAGGERY,Green,2
21214,GANESH RAO JAGGERY UNIT,16.8527889,81.727247,Micro,West Godavari,Food and Agro Products,MANUFACTURING OF JAGGERY,Green,7
21215,Venkateswara Jaggery Industry,16.8343988,81.7134746,Micro,West Godavari,Food and Agro Products,MANUFACTURING OF JAGGERY,Green,4
21216,VENKATA RAMANA JAGGERY INDUSTRY,16.8395013,81.7152756,Micro,West Godavari,Food and Agro Products,MANUFACTURING OF JAGGERY,Green,4
21217,Manikanta Jaggery,17.097752,81.6680923,Micro,West Godavari,Food and Agro Products,MANUFACTURING OF JAGGERY,White,25
21218,Green Farm Agri Products Jaggery Division,16.925501,81.7156177,Micro,West Godavari,Food and Agro Products,MANUFACTURING OF JAGGERY,Orange,3
21219,arunachalam floor mill,14.8381261,77.0069656,Micro,Anantapur,Food and Agro Products,MANUFACTURING OF JUTE STICK POWDER,Green,1
21220,SAMBA SRI VANI APPALAMS,16.5287901,80.5887972,Micro,Krishna,Food and Agro Products,MANUFACTURING OF PAPADS,Green,1
21221,SAI PAPAD INDUSTRIES,16.2964341,80.4647009,Micro,Guntur,Food and Agro Products,MANUFACTURING OF PAPADS,Green,8
21222,SIRI INDUSTRIES,16.2071649,80.6540212,Micro,Guntur,Food and Agro Products,MANUFACTURING OF PAPADS,Green,5
21223,NANDINI POP CORN,16.4971918,80.6367536,Micro,Krishna,Food and Agro Products,MANUFACTURING OF PAPADS,Green,2
21224,Padmavathi Mahila Grameena Udyogi,18.2956684,83.8862283,Micro,Srikakulam,Food and Agro Products,MANUFACTURING OF PAPADS,White,14
21225,TIRUPATHAMMA SWEET SHOP,16.4973799,80.6375191,Micro,Krishna,Food and Agro Products,MANUFACTURING OF PAPADS,Green,4
21226,SATYAVATHI HOME FOODS,16.4975926,80.637173,Micro,Krishna,Food and Agro Products,MANUFACTURING OF PAPADS,Green,2
21227,KRUPA SWEETS,16.8036276,81.5351295,Micro,West Godavari,Food and Agro Products,MANUFACTURING OF PAPADS,White,1
21228,SAI PRAVILLIKA FOOD PRODUCTS,15.7720028,77.4667471,Micro,Kurnool,Food and Agro Products,MANUFACTURING OF PAPADS,Green,4
21229,KALYAN SWEET SHOP,16.4974836,80.6374559,Micro,Krishna,Food and Agro Products,MANUFACTURING OF PAPADS,White,1
21230,NEW ASHIRVAD MURMURAS,15.7726734,77.4747668,Micro,Kurnool,Food and Agro Products,MANUFACTURING OF PAPADS,Green,1
21231,Amalu Appalam products,12.7428072,78.3452863,Micro,Chittoor,Food and Agro Products,MANUFACTURING OF PAPADS,Green,15
21232,CHANDRIKA INDUSTRIES,16.682028,81.6009367,Micro,West Godavari,Food and Agro Products,MANUFACTURING OF PAPADS,Green,10
21233,Mercury Industries,17.1012967,81.5465461,Micro,West Godavari,Food and Agro Products,MANUFACTURING OF PAPADS,Green,4
21234,Sai Teja Papads,17.6802193,82.98258,Micro,Visakhapatnam,Food and Agro Products,MANUFACTURING OF PAPADS,White,9
21235,anjaneya papad rings,16.524126,80.5984155,Micro,Krishna,Food and Agro Products,MANUFACTURING OF PAPADS,White,1
21236,Venkateswara Food Products,17.1012967,81.5465461,Micro,West Godavari,Food and Agro Products,MANUFACTURING OF PAPADS,Green,6
21237,balaji food products,14.7236617,78.7410671,Micro,Kadapa,Food and Agro Products,MANUFACTURING OF PAPADS,Green,3
21238,Padmavati Mahila Grameena Udyogh,18.2945576,83.8630408,Micro,Srikakulam,Food and Agro Products,MANUFACTURING OF PAPADS,Green,15
21239,kanaka varshini agency,17.3475803,82.5485112,Micro,East Godavari,Food and Agro Products,MANUFACTURING OF PAPADS,Green,6
21240,R D Srinivasan,13.4137858,79.5991449,Micro,Chittoor,Food and Agro Products,MANUFACTURING OF PAPADS,Green,1
21241,Venkateswara products,16.5256713,80.5968972,Micro,Krishna,Food and Agro Products,MANUFACTURING OF PAPADS,Orange,5
21242,CH JAYANTI VASUDEVAN PAPADS,17.8044556,83.2082032,Micro,Visakhapatnam,Food and Agro Products,MANUFACTURING OF PAPADS,Green,3
21243,Panjwani food products v,17.8562096,83.3640795,Small,Visakhapatnam,Food and Agro Products,MANUFACTURING OF PAPADS,White,11
21244,Saravana papad works,16.5739021,80.6846658,Micro,Krishna,Food and Agro Products,MANUFACTURING OF PAPADS,Green,7
21245,SIRI HOME FOODS,17.7975817,83.1763377,Micro,Visakhapatnam,Food and Agro Products,MANUFACTURING OF PAPADS,Green,6
21246,SVR FOODS,15.7098542,77.9944026,Micro,Kurnool,Food and Agro Products,MANUFACTURING OF PAPADS,Green,7
21247,LAKSHMI INDUSTRIES,16.1185168,80.1582687,Micro,Guntur,Food and Agro Products,MANUFACTURING OF PAPADS,Green,2
21248,SRI MAHAVEER FOOD PRODUCTS,16.9611395,81.8096261,Micro,East Godavari,Food and Agro Products,MANUFACTURING OF PAPADS,Green,14
21249,SURYA CHAND PAPAD PRODUCTS,16.2330273,80.6380678,Micro,Guntur,Food and Agro Products,MANUFACTURING OF PAPADS,White,6
21250,PURNA PACKAGING INDUSTRIES,16.5149376,80.6910347,Micro,Krishna,Food and Agro Products,MANUFACTURING OF PICKLES,Green,3
21251,USHODAYA ENTERPRISES PVT LTD,16.7815601,80.8656539,Small,Krishna,Food and Agro Products,MANUFACTURING OF PICKLES,Green,50
21252,SHADRUCHI FOODS,14.4525283,79.9923458,Micro,S.P.S.R. Nellore,Food and Agro Products,MANUFACTURING OF PICKLES,Green,1
21253,N R agro food industry,16.7616435,81.6648362,Micro,West Godavari,Food and Agro Products,MANUFACTURING OF PICKLES,Orange,6
21254,AATREYAS AGROS AND FOODS,13.8787988,77.526292,Micro,Anantapur,Food and Agro Products,MANUFACTURING OF PICKLES,Green,2
21255,Manam food processing industry,18.7899042,83.4258319,Micro,Vizianagaram,Food and Agro Products,MANUFACTURING OF PICKLES,Green,6
21256,SV AGRO FOOD PRODUTS,14.1554419,79.8217952,Micro,S.P.S.R. Nellore,Food and Agro Products,MANUFACTURING OF PICKLES,White,2
21257,Ayyappa enterprise,18.1222286,83.419845,Micro,Vizianagaram,Food and Agro Products,MANUFACTURING OF PICKLES,White,1
21258,Godavari food products,17.0476357,81.7981335,Micro,East Godavari,Food and Agro Products,MANUFACTURING OF PICKLES,Green,2
21259,sri vijaya pickles,16.4185137,80.5596738,Micro,Guntur,Food and Agro Products,MANUFACTURING OF PICKLES,Orange,11
21260,Amrutha pickles,15.2232895,80.0183838,Micro,Prakasam,Food and Agro Products,MANUFACTURING OF PICKLES,Green,4
21261,Sai priya pickels,16.9335335,82.2328822,Medium,East Godavari,Food and Agro Products,MANUFACTURING OF PICKLES,Green,1
21262,Sivaji Pickles and Generals,17.1004203,82.2480262,Micro,East Godavari,Food and Agro Products,MANUFACTURING OF PICKLES,Green,4
21263,ANNAPURNA PICKLES AND FOODS,16.9372903,80.7881137,Micro,Krishna,Food and Agro Products,MANUFACTURING OF PICKLES,Green,2
21264,M S SMT FOOD PRODUCTS,16.526911,81.7252621,Large,West Godavari,Food and Agro Products,MANUFACTURING OF PICKLES,White,1
21265,sai priya enterprises,17.0587684,82.1681339,Micro,East Godavari,Food and Agro Products,MANUFACTURING OF PICKLES,White,9
21266,AVR pickles,16.4388816,80.5676278,Micro,Guntur,Food and Agro Products,MANUFACTURING OF PICKLES,Orange,2
21267,Usha Pickles,16.4387929,80.567648,Micro,Guntur,Food and Agro Products,MANUFACTURING OF PICKLES,Orange,5
21268,Rama pickles,14.1021056,78.1626024,Micro,Anantapur,Food and Agro Products,MANUFACTURING OF PICKLES,Green,9
21269,Meghana Food Products,14.1069898,79.8832179,Micro,S.P.S.R. Nellore,Food and Agro Products,MANUFACTURING OF PICKLES,Green,10
21270,Kamadhenu Agro Food Products,14.0662647,79.892156,Micro,S.P.S.R. Nellore,Food and Agro Products,MANUFACTURING OF PICKLES,Green,2
21271,PALANI GANESHA BEVERAGES,16.4715184,79.8806081,Small,Guntur,Food and Agro Products,MANUFACTURING OF SOFT DRINKS,Green,1
21272,SRI LAKSHMI VENKATESWARA BEVERAGES,18.2949233,83.9623487,Micro,Srikakulam,Food and Agro Products,MANUFACTURING OF SOFT DRINKS,Green,6
21273,SRI VENKATESHWARA ICE CANDYS AND COOLDRINKS,13.2041382,78.746043,Micro,Chittoor,Food and Agro Products,MANUFACTURING OF SOFT DRINKS,Green,1
21274,SAMBA SIVA SOFT DRINKS,16.5500904,81.5434976,Micro,West Godavari,Food and Agro Products,MANUFACTURING OF SOFT DRINKS,Green,2
21275,t venkata Nageswara rao ice plant,16.6601288,80.4102295,Micro,Krishna,Food and Agro Products,MANUFACTURING OF SOFT DRINKS,Green,1
21276,HKGN WATER PLANT,15.1669448,77.3735349,Micro,Anantapur,Food and Agro Products,MANUFACTURING OF SOFT DRINKS,Green,1
21277,sattar cool drinks,14.9068555,78.0161064,Micro,Anantapur,Food and Agro Products,MANUFACTURING OF SOFT DRINKS,White,3
21278,Mahaboob basha Ice factory,14.0303778,78.004097,Micro,Anantapur,Food and Agro Products,MANUFACTURING OF SOFT DRINKS,Green,2
21279,HAJI VALI COOL DRINK SHOP,14.9070185,78.0157527,Micro,Anantapur,Food and Agro Products,MANUFACTURING OF SOFT DRINKS,White,1
21280,INDUNION FOODS,16.6735346,81.12633,Small,West Godavari,Food and Agro Products,MANUFACTURING OF SOFT DRINKS,Green,2
21281,Sri Vaishnavi mineral water,15.4637984,78.4928048,Micro,Kurnool,Food and Agro Products,MANUFACTURING OF SOFT DRINKS,White,2
21282,sri devi sairam industries,17.2206163,82.4645766,Micro,East Godavari,Food and Agro Products,MANUFACTURING OF SOFT DRINKS,Green,13
21283,Sri vijaya laxmi Industries,16.935478,82.0768165,Micro,East Godavari,Food and Agro Products,MANUFACTURING OF SOFT DRINKS,Green,2
21284,Royal water plant,14.8879654,79.2960251,Micro,S.P.S.R. Nellore,Food and Agro Products,MANUFACTURING OF SOFT DRINKS,White,4
21285,VEERA ANJANEYA COOL DRINKS,16.5503415,81.2090355,Micro,Krishna,Food and Agro Products,MANUFACTURING OF SOFT DRINKS,Green,1
21286,SUBRAMANYASWARAONES,16.2394237,80.7165095,Small,Guntur,Food and Agro Products,MANUFACTURING OF SOFT DRINKS,Green,4
21287,SRI VIJAYA LAKSHMI SAGO FACTORY,17.0498812,82.1089602,Micro,East Godavari,Food and Agro Products,Manufacturing of Starch / Sago,Orange,35
21288,MANGAL UDYOG,17.0282633,81.7853664,Micro,East Godavari,Food and Agro Products,Manufacturing of Starch / Sago,White,2
21289,bavanarayana rice mill,17.6808188,82.4710449,Micro,Visakhapatnam,Food and Agro Products,Manufacturing of Starch / Sago,White,2
21290,SRI LAKSHMI STARCH,17.0497923,82.1161045,Micro,East Godavari,Food and Agro Products,Manufacturing of Starch / Sago,Orange,1
21291,vemulapalli ramadevi,16.0572894,80.9104244,Micro,Guntur,Food and Agro Products,Manufacturing of Starch / Sago,Green,1
21292,K Ramanjineyulu floor mill,14.6999984,76.9032607,Micro,Anantapur,Food and Agro Products,Manufacturing of Starch / Sago,Green,1
21293,SLV INDUSTRIES,13.5524782,78.5218926,Micro,Chittoor,Food and Agro Products,Manufacturing of Starch / Sago,Green,4
21294,N Subbu Singh flour mill,15.8226828,80.3525677,Micro,Prakasam,Food and Agro Products,Manufacturing of Starch / Sago,Green,1
21295,FLOUR MILL,14.9457453,77.810817,Micro,Anantapur,Food and Agro Products,Manufacturing of Starch / Sago,White,1
21296,Vislavath Sankar Naik flour mill,14.6809367,77.0433206,Micro,Anantapur,Food and Agro Products,Manufacturing of Starch / Sago,Green,1
21297,PARAMESHU BIOTECH PRIVATE LIMITED,17.0345519,81.6077883,Large,West Godavari,Food and Agro Products,Manufacturing of Starch / Sago,Red,222
21298,SIVA SHANKAR RICE MILL,18.4916166,83.3571561,Micro,Vizianagaram,Food and Agro Products,Manufacturing of Starch / Sago,Green,1
21299,sanyasirao modern flour mill,18.8693757,83.5471542,Micro,Vizianagaram,Food and Agro Products,Manufacturing of Starch / Sago,White,1
21300,koteswararao modern mill,18.870263,83.5475047,Micro,Vizianagaram,Food and Agro Products,Manufacturing of Starch / Sago,White,1
21301,ANNAPURNA FLOUR AND RICE MILL,16.5400683,81.5237287,Micro,West Godavari,Food and Agro Products,Manufacturing of Starch / Sago,White,1
21302,PONNAPALLI SRINIVAS FLOUR MILL,16.5215719,81.3755143,Micro,West Godavari,Food and Agro Products,Manufacturing of Starch / Sago,Green,1
21303,SEMI AUTOMATIC FLOUR MILL,18.9009975,84.4938675,Micro,Srikakulam,Food and Agro Products,Manufacturing of Starch / Sago,Green,1
21304,lakshmi chennakesava flour Mill,14.8827452,77.9001397,Micro,Anantapur,Food and Agro Products,Manufacturing of Starch / Sago,White,1
21305,Siva Sai enterprises,17.2360818,82.1760285,Micro,East Godavari,Food and Agro Products,Manufacturing of Starch / Sago,White,10
21306,hajara  flour mill,14.9294384,77.8166747,Micro,Anantapur,Food and Agro Products,Manufacturing of Starch / Sago,White,1
21307,Kandula shankara rao,18.4931918,83.3744085,Micro,Vizianagaram,Food and Agro Products,Manufacturing of Starch / Sago,Green,1
21308,BALA NARAYANA REDDY FLOUR MILL,14.9471837,77.9179954,Micro,Anantapur,Food and Agro Products,Manufacturing of Starch / Sago,White,1
21309,krishnama naidu Flour mill,14.9574527,77.8551302,Micro,Anantapur,Food and Agro Products,Manufacturing of Starch / Sago,Green,1
21310,rice and flour mill,14.8700347,77.8769228,Micro,Anantapur,Food and Agro Products,Manufacturing of Starch / Sago,White,1
21311,P Subba Lakshmamma Flour Mill,14.9499441,77.8622758,Micro,Anantapur,Food and Agro Products,Manufacturing of Starch / Sago,Green,1
21312,Nandish Flour mill,14.966586,77.8900959,Micro,Anantapur,Food and Agro Products,Manufacturing of Starch / Sago,White,1
21313,venugopalreddy flour mill,14.9461646,77.9190667,Micro,Anantapur,Food and Agro Products,Manufacturing of Starch / Sago,White,1
21314,Latha sree pindi mission,14.8484808,77.8767831,Micro,Anantapur,Food and Agro Products,Manufacturing of Starch / Sago,White,1
21315,chandra shekar reddy flour mill,14.9433763,77.8032556,Micro,Anantapur,Food and Agro Products,Manufacturing of Starch / Sago,Green,1
21316,SRI VENKATESWARA RICE AND FLOUR MILL,12.9499013,78.4953238,Micro,Chittoor,Food and Agro Products,Manufacturing of Starch / Sago,White,1
21317,Sahithi Flour mill,14.964653,77.8890676,Micro,Anantapur,Food and Agro Products,Manufacturing of Starch / Sago,White,1
21318,SRI VASAVI KANYAKAPARAMESWARI RICE FLOUR AND GNOIL MILL,18.2199016,83.4468474,Micro,Vizianagaram,Food and Agro Products,Manufacturing of Starch / Sago,Green,1
21319,BOMMI SATTENNA,18.4932031,83.3742783,Micro,Vizianagaram,Food and Agro Products,Manufacturing of Starch / Sago,Green,1
21320,sri Venkateswara floor mill,17.0554202,82.1744278,Micro,East Godavari,Food and Agro Products,Manufacturing of Starch / Sago,White,1
21321,sri lakshmi ganapathi floor mill,17.0599204,82.1694936,Micro,East Godavari,Food and Agro Products,Manufacturing of Starch / Sago,White,1
21322,sri Lakshmi durga floor mill,17.0548451,82.1746333,Micro,East Godavari,Food and Agro Products,Manufacturing of Starch / Sago,White,1
21323,ramu rice mill,18.2092785,83.39513,Micro,Vizianagaram,Food and Agro Products,Manufacturing of Starch / Sago,Green,1
21324,P Siddaiah Flour mill,13.6806734,78.8031541,Micro,Chittoor,Food and Agro Products,Manufacturing of Starch / Sago,Green,2
21325,CHTTALA SATYANARAYANA  FLOUR  MILL,16.5329877,81.9253471,Micro,East Godavari,Food and Agro Products,Manufacturing of Starch / Sago,Green,2
21326,Madina flour mill,14.6178814,79.6240208,Micro,S.P.S.R. Nellore,Food and Agro Products,Manufacturing of Starch / Sago,White,1
21327,SAMEER ENTERPRISES,17.0206586,81.7968333,Micro,East Godavari,Food and Agro Products,Manufacturing of Starch / Sago,White,7
21328,SRI VENKATESWARA RICE AND FLOUR MILL,18.882169,84.583954,Micro,Srikakulam,Food and Agro Products,Manufacturing of Starch / Sago,Green,1
21329,ESWAR INDUSTRIES,13.7255601,77.5040382,Micro,Anantapur,Food and Agro Products,Manufacturing of Starch / Sago,Green,8
21330,SEMI AUTOMATIC FLOUR MILL,18.9009975,84.4938675,Micro,Srikakulam,Food and Agro Products,Manufacturing of Starch / Sago,Green,1
21331,HEMASUNDARFLOURMILL,18.9037764,84.6057281,Micro,Srikakulam,Food and Agro Products,Manufacturing of Starch / Sago,Green,1
21332,KANDUKURI VIJAYALAXMI FLOUR MILL,18.8818149,84.5852978,Micro,Srikakulam,Food and Agro Products,Manufacturing of Starch / Sago,Green,1
21333,MANJARI FOOD PRODUCTS,16.2096294,80.653546,Micro,Guntur,Food and Agro Products,CHILLI SAUCES,NA,NA
21334,MODERN FOOD PRODUCTS,16.5095067,80.6747217,Micro,Krishna,Food and Agro Products,CHILLI SAUCES,NA,NA
21335,Vijaya food products,16.5103417,80.7275455,Micro,Krishna,Food and Agro Products,CHILLI SAUCES,NA,NA
21336,Lakshmi Chennakesava Agro industries,16.3899556,80.1688478,Micro,Guntur,Food and Agro Products,Maze Grit,Green,5
21337,s r k r poultries,16.9306764,81.8902065,Micro,East Godavari,Food and Agro Products,Meat Processing,White,4
21338,DEVI POULTRY FIRM,16.8869854,82.0680101,Micro,East Godavari,Food and Agro Products,Meat Processing,Green,1
21339,mvapparao poultry,16.1940264,80.641151,Micro,Guntur,Food and Agro Products,Meat Processing,Green,2
21340,sri sita ramanjaneyulu rice mill polisettipadu,17.028922,80.626968,Micro,Krishna,Food and Agro Products,Meat Processing,White,2
21341,Vineela Emu processing unit,16.8345803,80.842078,Micro,Krishna,Food and Agro Products,Meat Processing,Red,3
21342,Jeeya Poultry form,16.0931094,80.8919473,Micro,Krishna,Food and Agro Products,Meat Processing,Green,2
21343,ALSAMI COLD STORAGE,16.9552502,81.7997182,Small,East Godavari,Food and Agro Products,Meat Processing,Orange,21
21344,SRI NEDHI AGRI SCIENCES,16.3304854,80.473498,Micro,Guntur,Food and Agro Products,MICRO NUTRIENTS FOR AGRICULTURE,Green,5
21345,ELAINE CROP CARE,16.2115435,80.5202063,Micro,Guntur,Food and Agro Products,MICRO NUTRIENTS FOR AGRICULTURE,Orange,5
21346,SRI SINDHURI AGRO TECH,16.2115435,80.5202055,Micro,Guntur,Food and Agro Products,MICRO NUTRIENTS FOR AGRICULTURE,Orange,5
21347,VIKAS AGRO PRODUCTS,16.2115439,80.5202055,Micro,Guntur,Food and Agro Products,MICRO NUTRIENTS FOR AGRICULTURE,Orange,5
21348,SRI VENKATA SIVA SAI INDUSTRIES,15.8235722,79.2710139,Micro,Prakasam,Food and Agro Products,MICRO NUTRIENTS FOR AGRICULTURE,Green,2
21349,RD Srinivasan,13.4196284,79.5936478,Micro,Chittoor,Food and Agro Products,MICRO NUTRIENTS FOR AGRICULTURE,Green,1
21350,sri vijayarathna nursery,13.980259,79.3611335,Micro,Kadapa,Food and Agro Products,MICRO NUTRIENTS FOR AGRICULTURE,White,1
21351,parameswari rice mill and floor mill,18.497845,84.0898994,Micro,Srikakulam,Food and Agro Products,MICRO NUTRIENTS FOR AGRICULTURE,Orange,1
21352,Lalithadevi rice mill,17.8966302,82.8634375,Micro,Visakhapatnam,Food and Agro Products,MICRO NUTRIENTS FOR AGRICULTURE,White,2
21353,venkata surya Satyanarayana cashew,17.6719439,82.6447993,Micro,Visakhapatnam,Food and Agro Products,MICRO NUTRIENTS FOR AGRICULTURE,Green,1
